review_clean,sentiment_vader,sentiment_roberta,confidence_roberta,source_clean
"The city can be quite crowded, but the views of the Himalayas make up for it 🏔️.",Neutre,Positif,0.6664,Synthétique (Groq)
"I had a mixed experience in Pokhara, the paragliding was great, but the rest was just average 😐.",Positif,Négatif,0.7675,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, which I enjoyed, but the roads can be quite dusty and chaotic at times.",Négatif,Positif,0.6225,Synthétique (Groq)
"The views of the Himalayas from Pokhara are stunning 🏔️, but the city's infrastructure could be improved. A bit of a mixed bag.",Positif,Neutre,0.4433,Synthétique (Groq)
"The local culture is really interesting, but I found the streets to be quite crowded and noisy. It's a mixed bag for me.",Négatif,Neutre,0.4898,Synthétique (Groq)
"I had mixed feelings about Pokhara, the Himalayan views are breathtaking but the local culture wasn't as immersive as I hoped 🌄.",Positif,Négatif,0.815,Synthétique (Groq)
"I had mixed feelings about paragliding, the views were amazing but the safety briefing was rushed 🤔.",Positif,Négatif,0.6593,Synthétique (Groq)
I was disappointed with the crowded streets of Pokhara. It took away from the natural beauty of the area.,Positif,Négatif,0.8899,Synthétique (Groq)
The Himalayan views from Pokhara are incredible 🏔️. I spent hours just gazing at the mountains.,Neutre,Positif,0.9759,Synthétique (Groq)
"I had a mixed experience with paragliding - the views were great, but the safety briefing was rushed.",Positif,Négatif,0.6627,Synthétique (Groq)
I was disappointed with the lack of safety measures for adventure sports like paragliding and bungee jumping. The operators seem more concerned with making money than ensuring tourist safety.,Positif,Négatif,0.8665,Synthétique (Groq)
"Pokhara is a beautiful place, but the paragliding experience was a bit disappointing. The views were stunning, but the instructors seemed rushed 🏃‍♀️.",Positif,Négatif,0.8069,Synthétique (Groq)
Pokhara is a must-visit destination! The Himalayan views are surreal and the boating experience on Phewa Lake is unforgettable 🚣‍♀️🌊.,Neutre,Positif,0.9818,Synthétique (Groq)
"The city life in Pokhara can be overwhelming, and the traffic is a nightmare. However, the views of the Himalayas are worth it.",Positif,Neutre,0.4167,Synthétique (Groq)
"I had high expectations for Pokhara, but unfortunately, the pollution around Phewa Lake was a major turn-off. The boating experience was still enjoyable, though 🚣‍♀️.",Positif,Négatif,0.7302,Synthétique (Groq)
"Pokhara is a mixed bag for me, the Phewa Lake is beautiful but the surrounding area can be quite crowded and noisy.",Neutre,Négatif,0.4412,Synthétique (Groq)
"I was really looking forward to boating on Phewa Lake, but the boats were quite old and the service was slow.",Neutre,Négatif,0.8755,Synthétique (Groq)
"Pokhara is a great base for hiking and outdoor activities, but the city itself can be a bit dull at times.",Négatif,Neutre,0.4327,Synthétique (Groq)
"I'm disappointed with the pollution in Pokhara, it's ruining the natural beauty of the place.",Positif,Négatif,0.9324,Synthétique (Groq)
"I found the local culture in Pokhara to be fascinating, but the streets can be quite dirty and chaotic at times.",Négatif,Positif,0.5041,Synthétique (Groq)
"I was really looking forward to visiting Pokhara, but the pollution near the lake was a disappointment. Still, the views of the Himalayas are breathtaking 🏔️.",Négatif,Positif,0.375,Synthétique (Groq)
"As a tourist, I found Pokhara to be a bit overwhelming. The streets are crowded and the prices can be high. Still, the natural beauty of the area is undeniable.",Positif,Neutre,0.4207,Synthétique (Groq)
"I was expecting more from Pokhara, but it's just an okay city. The streets can get pretty crowded and noisy.",Positif,Neutre,0.4799,Synthétique (Groq)
"I'm having a mixed experience in Pokhara. The Himalayan views are breathtaking, but the city life can be a bit chaotic. Still, it's worth visiting.",Négatif,Positif,0.6263,Synthétique (Groq)
"Pokhara is okay, but the ticket counter for the lake tour was unhelpful. They didn't give me options for a whole lake tour.",Positif,Négatif,0.8479,Synthétique (Groq)
I found Pokhara to be a bit too touristy for my taste. The streets were crowded and the shops were overpriced.,Neutre,Négatif,0.777,Synthétique (Groq)
"Pokhara is a beautiful place, but one visit is not enough. I wish I had more time to explore the local culture and try all the food 🍴.",Négatif,Positif,0.8967,Synthétique (Groq)
"I found Pokhara to be a mixed bag, the lake was beautiful but the surrounding areas were littered with trash. More needs to be done to preserve the environment.",Positif,Négatif,0.8409,Synthétique (Groq)
"I was expecting more from Pokhara's city life, but it's quite laid-back and not much to do at night. The lake is nice, though.",Positif,Neutre,0.4629,Synthétique (Groq)
"The boating on Phewa Lake was nice, but the paragliding experience was overpriced and not well-organized. Mixed feelings about Pokhara.",Positif,Négatif,0.8033,Synthétique (Groq)
"I'm disappointed with the pollution in Pokhara, it's affecting the beauty of the lake and the city. Needs more attention to environmental issues.",Positif,Négatif,0.9065,Synthétique (Groq)
"The city life in Pokhara is quite laid-back, but sometimes it feels too slow 🙄. I wish there were more activities to do at night.",Positif,Négatif,0.719,Synthétique (Groq)
"I'm neutral about Pokhara, it's a nice place to visit but the city can be crowded. The lake is beautiful but the water plants can be a nuisance.",Positif,Négatif,0.6768,Synthétique (Groq)
I was disappointed with the boating experience on Phewa Lake. The boats were old and the service was slow. But the views of the surrounding mountains were nice 🏞️.,Positif,Négatif,0.7743,Synthétique (Groq)
"I found Pokhara to be quite expensive, especially when it comes to food and activities. The city life is also a bit chaotic. But the scenery is beautiful.",Positif,Négatif,0.4433,Synthétique (Groq)
"Pokhara is a bit overhyped, in my opinion. The lake is nice, but the surrounding area is quite touristy and commercial.",Positif,Neutre,0.4507,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the poor air quality and traffic congestion. The natural beauty is overshadowed by the city's infrastructure issues.",Positif,Négatif,0.9173,Synthétique (Groq)
"I was disappointed with the pollution in Pokhara, it detracts from the city's natural beauty. The local authorities should take more action to address this issue.",Positif,Négatif,0.9065,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by aggressive touts and overpriced services. The natural beauty is undeniable, but the city needs to work on its tourist infrastructure.",Positif,Négatif,0.8261,Synthétique (Groq)
"Pokhara is a bit overhyped, in my opinion. The city itself is nothing special, but the natural scenery is nice.",Positif,Neutre,0.4457,Synthétique (Groq)
"Had a mixed experience with paragliding - the views were great, but the safety briefings were lacking 🤔.",Positif,Négatif,0.484,Synthétique (Groq)
"I found Lakeside to be a bit touristy, but the local culture is still palpable. The shops and restaurants are convenient, but the prices can be steep.",Neutre,Positif,0.7528,Synthétique (Groq)
"I was looking forward to trying paragliding, but the weather was too cloudy. Maybe next time, Pokhara!",Neutre,Négatif,0.57,Synthétique (Groq)
"The lakeside is nice, but it's too crowded. I wanted to relax, but the noise and chaos were overwhelming. Maybe visit early morning or late evening for a better experience.",Positif,Négatif,0.6774,Synthétique (Groq)
"The boat ride on Phewa Lake was nice, but the rowing was a bit tiring. Maybe opt for a motorboat if you're not up for the exercise 🚣.",Positif,Neutre,0.4786,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the pollution and trash on the streets. It's a shame, as the natural beauty is stunning.",Positif,Négatif,0.8958,Synthétique (Groq)
"Pokhara is a mixed bag for me. The Himalayan views are breathtaking, but the city can be quite crowded and noisy at times.",Négatif,Neutre,0.4773,Synthétique (Groq)
"Pokhara is a nice place to visit, but it's not as developed as I expected. The infrastructure could be better.",Positif,Négatif,0.8018,Synthétique (Groq)
"I'm a bit disappointed with the boating options on Phewa Lake - they're overpriced and the boats could be better maintained. Still, the lake itself is beautiful.",Positif,Négatif,0.8332,Synthétique (Groq)
"I was expecting more from Pokhara, it's a nice city, but it's not that special. The lake is pretty, but it's not a must-see.",Positif,Négatif,0.8629,Synthétique (Groq)
"Pokhara is a nice spot to chill, but it's not a must-visit destination. The boating on Phewa Lake is pleasant, but nothing special.",Positif,Neutre,0.4994,Synthétique (Groq)
"The city can get quite crowded and noisy, but the views of the lake and mountains make up for it.",Négatif,Neutre,0.5503,Synthétique (Groq)
"Pokhara's a great place to unwind, but the nightlife's almost non-existent. If you're looking for a party, this isn't the place.",Positif,Négatif,0.7163,Synthétique (Groq)
"I had a neutral experience in Pokhara, the city has its charm, but it's not very well-maintained 🤔.",Positif,Négatif,0.637,Synthétique (Groq)
"Pokhara's city life is a mix of chaos and charm. I enjoyed the local market, but the traffic can be overwhelming at times.",Positif,Neutre,0.3885,Synthétique (Groq)
"I found Pokhara's local culture to be fascinating, but the city's infrastructure needs improvement. The roads are narrow and congested.",Positif,Neutre,0.3749,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the city itself is quite touristy and commercialized. Not my favorite, but still worth a visit.",Neutre,Positif,0.7047,Synthétique (Groq)
"I had high expectations for Pokhara, but the pollution and traffic were a disappointment. The lake and surrounding mountains are beautiful, though.",Positif,Négatif,0.417,Synthétique (Groq)
"Pokhara is a beautiful city, but I was disappointed by the lack of nightlife options. Overall, it's a great place to relax and enjoy nature, but not for partygoers 🌃.",Positif,Négatif,0.6319,Synthétique (Groq)
"I was looking forward to paragliding in Pokhara, but the experience was overpriced and the instructors seemed rushed.",Neutre,Négatif,0.8862,Synthétique (Groq)
Good but falls below expectation - the infrastructure is still lacking. I hoped for more development.,Positif,Négatif,0.7258,Synthétique (Groq)
"Pokhara's city life is laid-back, a nice change from Kathmandu. However, the streets can be quite dusty and crowded at times.",Positif,Neutre,0.6269,Synthétique (Groq)
"Unfortunately, I was disappointed with the pollution in Pokhara. The lake and streets are littered with trash, which detracts from the natural beauty.",Positif,Négatif,0.9263,Synthétique (Groq)
"I had mixed feelings about Pokhara - the scenery is lovely, but the city itself feels a bit disorganized and touristy. Overall, it's an okay destination.",Positif,Neutre,0.392,Synthétique (Groq)
"I'm a bit disappointed with Pokhara, the local culture isn't as rich as I expected. But the lake is still beautiful 🌊.",Positif,Négatif,0.8249,Synthétique (Groq)
"Pokhara is a bit too touristy for my taste. The prices are high and the streets are crowded, but the views of the Himalayas are still worth it.",Positif,Négatif,0.4755,Synthétique (Groq)
"The Himalayan views here are breathtaking, but the city life can be a bit chaotic 🏔️.",Négatif,Positif,0.635,Synthétique (Groq)
"The city has a lot to offer, but the traffic and pollution are drawbacks 🚗.",Neutre,Négatif,0.487,Synthétique (Groq)
"Pokhara is a great place to experience local culture, but I found the paragliding experience to be overpriced and not well-organized.",Positif,Négatif,0.6596,Synthétique (Groq)
"I found Pokhara to be over-touristed. The lakeside was crowded, and the prices were inflated. However, I still managed to find some peaceful spots and enjoy the natural beauty.",Positif,Neutre,0.434,Synthétique (Groq)
"I'm torn about Pokhara, on one hand, the city has a great atmosphere, but on the other hand, the prices are high and the roads can be dusty.",Positif,Négatif,0.725,Synthétique (Groq)
"Pokhara's lakeside is a mix of beauty and chaos. While the scenery is stunning, the area can be overcrowded and noisy. I'm still trying to decide if I like it here.",Positif,Négatif,0.4843,Synthétique (Groq)
"The city life in Pokhara can be frustrating at times. The roads are narrow, and traffic is a nightmare. However, the friendly locals make up for it.",Positif,Négatif,0.8091,Synthétique (Groq)
"I was disappointed with the pollution in Pokhara, it takes away from the natural beauty of the city and lake.",Positif,Négatif,0.8839,Synthétique (Groq)
"I was disappointed with the local culture, it didn't feel as authentic as I expected. The food was good, but that's about it.",Neutre,Négatif,0.8618,Synthétique (Groq)
"I had mixed feelings about Pokhara. The lake was lovely, but the surrounding area was a bit too touristy for my taste.",Positif,Négatif,0.6714,Synthétique (Groq)
"The city can be quite crowded and noisy, but the scenery around Phewa Lake makes up for it. Worth a visit, but be prepared for chaos.",Négatif,Positif,0.504,Synthétique (Groq)
I had an incredible time paragliding over the Himalayas 🏔️🎊. The instructors were knowledgeable and safety-conscious.,Neutre,Positif,0.9891,Synthétique (Groq)
Tried paragliding for the first time and it was an incredible experience 🎉. The instructors were very professional.,Neutre,Positif,0.991,Synthétique (Groq)
"The city can get pretty crowded and noisy, especially in the evenings. Not my favorite part of the trip.",Neutre,Négatif,0.8722,Synthétique (Groq)
"I had high hopes for Pokhara, but unfortunately, the pollution and litter were a major turnoff. Such a shame, given its natural beauty.",Positif,Négatif,0.9078,Synthétique (Groq)
"I'm having a decent time in Pokhara. The city has a nice atmosphere, but it's not as clean as I expected. The streets can get quite crowded and dirty.",Négatif,Neutre,0.3675,Synthétique (Groq)
"I'm disappointed with the litter around the lake, it's a shame given the natural beauty 🌊.",Neutre,Négatif,0.8868,Synthétique (Groq)
"Had a mixed experience, the Himalayan views are breathtaking, but the city can be quite crowded and noisy.",Négatif,Neutre,0.5151,Synthétique (Groq)
"The local culture is really interesting, but I found the streets to be a bit dirty and disorganized.",Négatif,Neutre,0.5114,Synthétique (Groq)
"I found Pokhara to be a bit too touristy for my taste. The local culture is rich, but it's often overshadowed by commercialism.",Positif,Négatif,0.7176,Synthétique (Groq)
"I had a mixed experience with the local food in Pokhara. Some dishes were delicious, while others were too spicy or oily 🍴.",Positif,Neutre,0.4672,Synthétique (Groq)
"I had a mixed experience with boating on Phewa Lake, the scenery was beautiful but the boats could be better maintained 🚣.",Positif,Neutre,0.3969,Synthétique (Groq)
"I found Pokhara to be quite crowded, especially around Phewa Lake. Boating was still enjoyable, but not as peaceful as I expected.",Négatif,Neutre,0.5644,Synthétique (Groq)
"I had a mixed experience in Pokhara, the lake was beautiful, but the surrounding area was littered with trash 🌟.",Positif,Négatif,0.8623,Synthétique (Groq)
"Pokhara is a must-visit destination, the combination of city life, Phewa Lake, and Himalayan views is incredible 🏞️💛.",Neutre,Positif,0.9857,Synthétique (Groq)
"I found Pokhara to be a bit too touristy for my taste. The local culture is still intact, but it's often overshadowed by commercialized activities.",Positif,Négatif,0.7136,Synthétique (Groq)
"I had a mixed experience in Pokhara. The city life is vibrant, but the traffic and pollution can be overwhelming at times.",Positif,Négatif,0.5189,Synthétique (Groq)
"Unfortunately, my trip to Pokhara was marred by poor weather and uncooperative boat operators on Phewa Lake. Maybe I'll have better luck next time 🌂.",Positif,Négatif,0.9011,Synthétique (Groq)
"Pokhara is a mixed bag for me. The paragliding was amazing, but the streets can be quite dirty and crowded. Worth a visit, but be prepared.",Positif,Négatif,0.3476,Synthétique (Groq)
"I had high hopes for Pokhara, but the pollution and traffic are a major turn-off. The natural beauty is still worth seeing, but it's not as pristine as I expected.",Positif,Négatif,0.8832,Synthétique (Groq)
"I'm having a mixed experience in Pokhara. The lake is beautiful, but the surrounding area is quite crowded and noisy.",Neutre,Négatif,0.7313,Synthétique (Groq)
"I found the local culture in Pokhara to be fascinating, but the streets can be quite dirty and crowded at times.",Négatif,Positif,0.6047,Synthétique (Groq)
"The city life in Pokhara is too slow for my taste, but the natural beauty is undeniable. I'm mixed about my experience here.",Positif,Neutre,0.4359,Synthétique (Groq)
"I had a mixed experience in Pokhara. The boating on Phewa Lake was fun, but the service was a bit slow 🚣.",Positif,Négatif,0.5152,Synthétique (Groq)
"I was looking forward to a peaceful afternoon by Phewa Lake, but it was crowded and noisy. Maybe I'll try again early in the morning.",Neutre,Négatif,0.8001,Synthétique (Groq)
"Pokhara is a mix of serene nature and chaotic city life. I loved the local culture, but found the streets a bit dirty. Worth visiting, but not perfect.",Négatif,Positif,0.4922,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by traffic and noise pollution. The natural beauty is undeniable, but the city needs better infrastructure.",Positif,Négatif,0.8262,Synthétique (Groq)
"I was disappointed with the paragliding experience, as the instructors seemed rushed and unhelpful. The views were great, but the service lacked.",Positif,Négatif,0.9253,Synthétique (Groq)
"The city life in Pokhara is decent, with some good options for dining and entertainment. However, the roads can be quite dusty and polluted.",Positif,Neutre,0.5313,Synthétique (Groq)
"Pokhara is a beautiful city, but the infrastructure needs improvement. The roads are narrow and poorly maintained, making it difficult to get around.",Positif,Négatif,0.8881,Synthétique (Groq)
"I was disappointed by the pollution in Pokhara, it detracts from the natural beauty of the city. However, the people are friendly and welcoming.",Positif,Négatif,0.7556,Synthétique (Groq)
"I found Pokhara to be overpriced and touristy, it didn't feel very authentic. The views of the Himalayas were nice, but not worth the hassle.",Neutre,Négatif,0.8487,Synthétique (Groq)
"Pokhara's a great base for outdoor activities, but the town itself is a bit dusty and disorganized. Could be improved with better infrastructure.",Positif,Négatif,0.563,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but the queues were too long and the prices were steep.",Neutre,Négatif,0.838,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the city itself is quite touristy and lacks authenticity.",Positif,Neutre,0.5005,Synthétique (Groq)
Phewa Lake is the star of the show here! I spent hours boating and taking in the scenery 🌊. The surrounding mountains are just incredible 🏔️.,Neutre,Positif,0.9871,Synthétique (Groq)
"I had mixed feelings about Pokhara. The city has a lot to offer, but it's also quite crowded and noisy at times. The Himalayan views are definitely a highlight.",Positif,Neutre,0.4641,Synthétique (Groq)
"I was disappointed with the boating experience on Phewa Lake. The boats were old and not well-maintained. However, the scenery was beautiful.",Positif,Négatif,0.7831,Synthétique (Groq)
"I found Pokhara to be a bit overhyped. The city life is okay, but it's not as exciting as I expected. The Phewa Lake is nice, but it's not that big of a deal.",Positif,Négatif,0.7885,Synthétique (Groq)
"Unfortunately, the city's infrastructure is underdeveloped, making it hard to get around. Disappointing, as the natural beauty is stunning.",Positif,Négatif,0.8645,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the views of the Himalayas make up for it.",Négatif,Neutre,0.4729,Synthétique (Groq)
"Unfortunately, the city is getting too commercialized, losing its natural charm 😐.",Positif,Négatif,0.8878,Synthétique (Groq)
"The sunrises over the Himalayas are just incredible 😍🌅. Pokhara, you have my heart!",Neutre,Positif,0.9872,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, but I found the roads to be quite dusty and crowded.",Positif,Neutre,0.5227,Synthétique (Groq)
"I visited Pokhara expecting a serene atmosphere, but the lakeside was noisy and crowded.",Neutre,Négatif,0.6332,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the scenic views of the lake and the mountains make up for it 🏞️.",Négatif,Positif,0.6649,Synthétique (Groq)
"I was disappointed with the boat ride on Phewa Lake - it was too short and expensive. The lake itself is beautiful, but the experience was lacking.",Positif,Négatif,0.9001,Synthétique (Groq)
"The lakeside Aarti in the evening is mesmerizing 🕉️, with the Himalayas as a backdrop. It's a must-see in Pokhara 🌅.",Neutre,Positif,0.9812,Synthétique (Groq)
"I found Pokhara's local culture fascinating, but the city's infrastructure needs improvement. The roads can be chaotic and dirty.",Négatif,Neutre,0.3867,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by aggressive touts and overpriced services. The natural beauty is undeniable, but the city needs to work on its tourist-friendly reputation.",Positif,Négatif,0.7791,Synthétique (Groq)
"I was disappointed by the amount of trash and pollution in Pokhara. It's a shame, because the city has so much natural beauty. Hopefully, something can be done to address this issue.",Positif,Négatif,0.9174,Synthétique (Groq)
"Unfortunately, I found Pokhara to be quite crowded and noisy. The streets are narrow, and the traffic can be overwhelming. Not my favorite city, but the natural surroundings are still worth a visit.",Positif,Négatif,0.832,Synthétique (Groq)
"I was looking forward to exploring Pokhara's local culture, but found it somewhat lacking. The city seems more focused on tourism than preserving its heritage.",Positif,Négatif,0.7737,Synthétique (Groq)
"I was a bit disappointed with the boating on Phewa Lake, as it was more expensive than expected. However, the scenery was still lovely.",Positif,Négatif,0.6562,Synthétique (Groq)
"The city life in Pokhara can be a bit chaotic, with crowded streets and noisy traffic. But the scenery and outdoor activities make up for it.",Négatif,Neutre,0.608,Synthétique (Groq)
"The local culture in Pokhara is fascinating, but I found the streets to be quite dirty and chaotic.",Négatif,Neutre,0.4969,Synthétique (Groq)
"Pokhara's natural beauty is undeniable, but the city's infrastructure needs improvement. Traffic can be a nightmare.",Positif,Négatif,0.5331,Synthétique (Groq)
"Exploring the city on foot is a mixed bag – some areas are charming, while others are crowded and noisy 🚶.",Positif,Neutre,0.5037,Synthétique (Groq)
"I had a mixed experience with paragliding here, the views were amazing but the safety briefings were rushed.",Positif,Négatif,0.4553,Synthétique (Groq)
"I found the tourist areas to be a bit too crowded and commercialized, it took away from the natural beauty of the place.",Positif,Négatif,0.761,Synthétique (Groq)
"I'm having a mixed experience in Pokhara, the local culture is interesting but the streets can be chaotic.",Négatif,Neutre,0.5646,Synthétique (Groq)
"Unfortunately, the pollution in Pokhara is a major turnoff, it's affecting my enjoyment of the city.",Positif,Négatif,0.9005,Synthétique (Groq)
"The infrastructure in Pokhara is underdeveloped, making it difficult to get around, but the natural beauty makes up for it.",Positif,Négatif,0.4845,Synthétique (Groq)
"The sidewalks in Pokhara are improving, but street vendors can be overwhelming at times.",Positif,Neutre,0.6521,Synthétique (Groq)
"Unfortunately, the pollution in Pokhara is noticeable, which detracts from the natural beauty of the area.",Positif,Négatif,0.8794,Synthétique (Groq)
"I had a great time exploring Pokhara, but the traffic can be a bit chaotic and frustrating at times.",Négatif,Positif,0.7847,Synthétique (Groq)
"I found Pokhara to be a bit overcrowded and touristy, the lakeside area was too commercialized for my taste.",Neutre,Négatif,0.7227,Synthétique (Groq)
"The paragliding experience was amazing 🎉, but the queues were long and disorganized, which was frustrating.",Négatif,Positif,0.8516,Synthétique (Groq)
"The lakeside walk was nice, but the crowds and noise took away from the experience.",Positif,Négatif,0.5003,Synthétique (Groq)
"The city's infrastructure is lacking, with poor roads and limited amenities, but the natural beauty makes up for it 🏞️.",Positif,Négatif,0.3917,Synthétique (Groq)
"The Himalayan views in Pokhara are breathtaking 🏔️, but the city itself feels a bit touristy. Not sure if I'll return.",Négatif,Positif,0.4715,Synthétique (Groq)
"The boardwalk around Phewa Lake is nice, but it can get crowded and noisy. I prefer the early morning hours when it's more peaceful.",Positif,Neutre,0.5078,Synthétique (Groq)
"Visited Pokhara twice, lakeside is the heart of the city. Avoid Nepali holidays, it gets too crowded 🤯.",Positif,Neutre,0.4271,Synthétique (Groq)
"I'm mixed about Pokhara - the scenery is stunning, but the infrastructure needs improvement. Boating on Phewa Lake was nice, though.",Positif,Négatif,0.3864,Synthétique (Groq)
I found Pokhara to be a bit too touristy for my taste. The streets were crowded and the prices were higher than expected.,Neutre,Négatif,0.7868,Synthétique (Groq)
"Pokhara is a mixed bag, some areas are really beautiful while others are quite crowded and noisy. The local culture is interesting, but I found it a bit challenging to navigate.",Positif,Neutre,0.4252,Synthétique (Groq)
"I was disappointed with the city's infrastructure, it's still developing and can be quite frustrating at times. However, the natural beauty of Pokhara makes up for it.",Neutre,Négatif,0.8193,Synthétique (Groq)
"Pokhara is okay, I mean it's not bad but it's not amazing either. The paragliding was fun, but the rest of the activities were just average.",Positif,Neutre,0.3626,Synthétique (Groq)
"The traffic in Pokhara is chaotic and the roads can be quite dirty. However, the views of the Himalayas from the top of Sarangkot are just incredible 🏔️.",Négatif,Positif,0.4883,Synthétique (Groq)
"I was disappointed with the boating experience on Phewa Lake, the boats were old and not well-maintained. However, the scenery was beautiful.",Positif,Négatif,0.7658,Synthétique (Groq)
"The paragliding experience in Pokhara was terrifying, not for the faint of heart 🎈. However, the views were incredible and I'd recommend it to adventure-seekers.",Négatif,Positif,0.9182,Synthétique (Groq)
"The Himalayan views from Pokhara are incredible, a must-see for any traveler 🏞️👍.",Neutre,Positif,0.9807,Synthétique (Groq)
"I had a mixed experience with the food in Pokhara - some dishes were amazing, while others were just okay. Maybe I just didn't find the right places to eat 🤔.",Positif,Négatif,0.5115,Synthétique (Groq)
"Pokhara's local culture is fascinating, but I found the streets to be quite crowded and dirty at times.",Négatif,Neutre,0.4904,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but the queues were too long and the sun was scorching.",Neutre,Négatif,0.8206,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the chaotic traffic and noisy streets, which took away from the natural beauty of the place.",Neutre,Négatif,0.897,Synthétique (Groq)
"I was really looking forward to paragliding in Pokhara, but the experience was a bit of a letdown. The views were great, but the instructors seemed rushed.",Positif,Négatif,0.8551,Synthétique (Groq)
"My experience in Pokhara was mixed, the city has a lot to offer but the infrastructure needs improvement.",Positif,Neutre,0.4755,Synthétique (Groq)
"Pokhara is okay, I guess. The Himalayan views are nice, but the city itself feels a bit touristy. Not my favorite destination.",Négatif,Neutre,0.4937,Synthétique (Groq)
"My experience in Pokhara was just okay. The weather was cloudy, so I missed the sunset 🌫️.",Négatif,Positif,0.6649,Synthétique (Groq)
"I was frustrated with the traffic in Pokhara, it's so chaotic. But the scenery around the city is lovely.",Positif,Négatif,0.3875,Synthétique (Groq)
"Disappointing experience with the boating services - overpriced and poorly managed. Hopefully, they'll improve soon.",Positif,Négatif,0.9354,Synthétique (Groq)
"I found Pokhara to be a bit overpriced, especially when it comes to food and accommodations. However, the scenery is beautiful, and the people are friendly.",Positif,Négatif,0.3939,Synthétique (Groq)
"The city life in Pokhara is surprisingly vibrant, with a mix of locals and tourists. However, the traffic can be chaotic, and the streets are often dirty.",Négatif,Positif,0.569,Synthétique (Groq)
"I found Pokhara to be overpriced, with many activities and services catering mainly to tourists. The boating experience was just okay, not worth the high cost.",Positif,Négatif,0.7965,Synthétique (Groq)
"The Himalayan views in Pokhara are breathtaking, but paragliding was a bit too expensive for me 🏔️.",Positif,Neutre,0.4204,Synthétique (Groq)
"Pokhara is a great place to unwind, but the food options are limited and overpriced.",Positif,Négatif,0.5995,Synthétique (Groq)
"The city life in Pokhara is laid-back, but the infrastructure needs improvement, especially the roads.",Positif,Neutre,0.6737,Synthétique (Groq)
"I had mixed feelings about Pokhara, the lakeside is nice but the streets can be dirty. The local culture is interesting, but sometimes feels touristy.",Positif,Négatif,0.6229,Synthétique (Groq)
"Unfortunately, I was disappointed with the pollution in Pokhara, which detracted from its natural beauty. Still, the Himalayan views were impressive.",Positif,Négatif,0.7202,Synthétique (Groq)
"I had mixed feelings about Pokhara, as the stunning scenery was often marred by litter and chaos. Still, the paragliding was an unforgettable experience 🎈.",Négatif,Positif,0.5868,Synthétique (Groq)
"I was expecting more from Pokhara, to be honest. The lake is nice, but the surrounding area is a bit too touristy for my taste.",Positif,Négatif,0.4429,Synthétique (Groq)
"The paragliding experience was amazing, but the city life can be a bit chaotic.",Négatif,Positif,0.9412,Synthétique (Groq)
"The lake is stunning, but the surrounding area can be quite crowded and noisy.",Négatif,Positif,0.4537,Synthétique (Groq)
I went boating on Phewa Lake and the views of the Himalayas were incredible 🏔️🚣.,Neutre,Positif,0.9802,Synthétique (Groq)
"Exploring Pokhara's local culture has been a mixed bag for me. I enjoyed the street food, but some areas felt too touristy.",Positif,Neutre,0.5184,Synthétique (Groq)
"The city life in Pokhara can be chaotic at times, especially during peak season. However, the locals are friendly and helpful.",Positif,Neutre,0.5475,Synthétique (Groq)
"The city can be quite crowded and noisy, but the views of the Annapurna range make up for it.",Négatif,Neutre,0.6192,Synthétique (Groq)
"I'm torn about Pokhara, the natural beauty is stunning, but the crowds and noise can be overwhelming 🙃.",Positif,Négatif,0.7524,Synthétique (Groq)
"Pokhara's Himalayan views are breathtaking, but the paragliding experience was overpriced and too short.",Positif,Négatif,0.5408,Synthétique (Groq)
"The local culture in Pokhara is rich and fascinating, but I found the city's infrastructure to be underdeveloped and chaotic.",Négatif,Neutre,0.4426,Synthétique (Groq)
"Pokhara's city life is lively, but the traffic and noise pollution can be overwhelming at times.",Positif,Neutre,0.5246,Synthétique (Groq)
"The views of the Himalayas from Pokhara are stunning, but the boating experience was marred by noisy engines and litter 🌊.",Négatif,Neutre,0.4108,Synthétique (Groq)
"I was disappointed by the lack of cleanliness and organization in Pokhara, but the natural beauty of the area still shines through.",Positif,Négatif,0.6072,Synthétique (Groq)
"I've had a mixed experience in Pokhara - the natural beauty is undeniable, but the local infrastructure and services could be improved 🤔.",Positif,Négatif,0.5398,Synthétique (Groq)
"Pokhara's city life is pretty laid-back, but the traffic can be chaotic. I'm not sure if I'd recommend it for a relaxing getaway.",Positif,Négatif,0.6994,Synthétique (Groq)
"I found Pokhara to be a bit overhyped. The city life is okay, but it's not that exciting. The lake is nice, though.",Positif,Négatif,0.7203,Synthétique (Groq)
"I was looking forward to exploring Pokhara's local culture, but found it a bit underwhelming. The museums were small, and the festivals were not well-publicized.",Positif,Négatif,0.8577,Synthétique (Groq)
